,site_id,site_name,location_type,latitude,longitude,parameter,Parameter_name,start_date,end_date,ratified_to,zone,agglomeration,local_authority
410,PT9,Port Talbot Twll-yn-y-Wal Park,Urban Traffic,51.576676,-3.759005,PM10,Particulates < 10um (hourly measured),2008-12-13,ongoing,2021-03-18,South Wales,Swansea Urban Area,Neath Port Talbot
416,NEWT,Powys Newtown,unknown unknown,52.510128,-3.317686,NO,Nitric Oxide,2006-11-03,2007-05-25,2007-05-25,North Wales,,Powys
419,RHD7,Rhondda Glyncoch Garth Avenue,Urban Industrial,51.61968,-3.33232,PM10,Particulates < 10um (hourly measured),2014-06-26,ongoing,2022-12-31,South Wales,,"Rhondda, Cynon, Taff"
426,RHD8,Rhondda Mountain Ash,Urban Traffic,51.684393,-3.378816,NO,Nitric Oxide,2014-07-01,ongoing,2023-12-31,South Wales,,"Rhondda, Cynon, Taff"
432,RHD6,Rhondda Pontypridd Gelliwastad Rd,Urban Traffic,51.605074,-3.340157,NO,Nitric Oxide,2011-03-07,ongoing,2023-12-31,South Wales,,"Rhondda, Cynon, Taff"
438,RHD4,Rhondda-Cynon-Taf Broadway,Urban Traffic,51.597845,-3.331923,NO,Nitric Oxide,2006-01-01,ongoing,2023-12-31,South Wales,,"Rhondda, Cynon, Taff"
446,RHD2,Rhondda-Cynon-Taf Nantgarw,Urban Traffic,51.565439,-3.256145,PM10,Particulates < 10um (hourly measured),2002-01-01,2016-07-11,2016-07-11,South Wales,,"Rhondda, Cynon, Taff"
450,RHD1,Rhondda-Cynon-Taf Pontypridd,Urban Background,51.598389,-3.34842,O3,Ozone,2002-01-01,2005-07-12,2005-07-12,South Wales,,"Rhondda, Cynon, Taff"
453,RHD5,Rhondda-Cynon-Taf Tylorstown,Urban Traffic,51.647628,-3.431957,NO,Nitric Oxide,2006-01-01,2009-04-30,2009-04-30,South Wales,,"Rhondda, Cynon, Taff"
463,SWA9,Swansea Cwm Level Park,Urban Background,51.645733,-3.939392,O3,Ozone,2008-11-28,ongoing,2023-12-31,South Wales,Swansea Urban Area,Swansea
470,SWA7,Swansea Hafod DOAS,Urban Traffic,51.632927,-3.93854,O3,Ozone,2004-02-01,ongoing,2016-12-31,South Wales,Swansea Urban Area,Swansea
478,SWA11,Swansea Morfa Road NOX,Urban Traffic,51.626379,-3.938637,NO,Nitric Oxide,2017-07-28,ongoing,2023-12-31,South Wales,Swansea Urban Area,Swansea
484,SWA4,Swansea Morfa Roadside,Urban Traffic,51.641481,-3.937329,NO,Nitric Oxide,2000-08-04,2011-05-12,2011-05-12,South Wales,,Swansea
495,SWA5,Swansea Morriston Roadside,Urban Traffic,51.662122,-3.921301,H2S,Hydrogen Sulphide,2000-10-17,2009-01-22,2009-01-22,South Wales,Swansea Urban Area,Swansea
509,SWA12,Swansea Port Tennant Roadside,Urban Traffic,51.621638,-3.927318,NO,Nitric Oxide,2018-12-20,ongoing,2023-12-31,South Wales,Swansea Urban Area,Swansea
531,SWA8,Swansea St Thomas DOAS,Urban Traffic,51.625711,-3.934461,TOL,Toluene,2005-05-04,2015-02-02,2015-02-02,South Wales,,Swansea
539,SW10,Swansea Station Court High Street,Urban Traffic,51.625921,-3.941502,NO,Nitric Oxide,2014-07-07,ongoing,2023-12-31,South Wales,Swansea Urban Area,Swansea
545,TWYN,Twynyrodyn,Urban Industrial,51.744444,-3.365833,PM10,Particulates < 10um (hourly measured),2005-01-01,ongoing,2016-12-20,South Wales,,Merthyr Tydfil
550,GLM7,V Glamorgan Dinas Powys Roadside,Urban Traffic,51.436457,-3.212149,O3,Ozone,2015-07-08,2016-02-03,2016-02-03,South Wales,Cardiff Urban Area,The Vale of Glamorgan
557,GLM2,V Glamorgan Fonmon,Rural Background,51.397264,-3.353853,O3,Ozone,2001-07-25,2014-06-05,2014-06-05,South Wales,,The Vale of Glamorgan
569,GLM5,V Glamorgan Penarth,Urban Traffic,51.445303,-3.187777,O3,Ozone,2005-05-01,2012-10-09,2012-10-09,South Wales,Cardiff Urban Area,The Vale of Glamorgan
576,GLM8,V Glamorgan Windsor Road Penarth,Urban Traffic,51.444567,-3.187042,O3,Ozone,2014-01-29,2021-01-04,2021-01-04,South Wales,Cardiff Urban Area,The Vale of Glamorgan
596,WRX06,Wrexham Chirk,Urban Industrial,52.93742,-3.053129,VOC,Total VoC C5 and above,2020-07-22,ongoing,2023-12-31,North Wales,,Wrexham
605,WRX07,Wrexham Chirk Community Hospital,Urban Background,52.943644,-3.053116,NO,Nitric Oxide,2021-11-29,ongoing,2023-12-31,North Wales,,Wrexham
613,WRX4,Wrexham Isycoed,Urban Industrial,53.048475,-2.900658,NO,Nitric Oxide,2006-01-01,2015-12-31,2015-12-31,North Wales,,Wrexham
0,ANT1,Antrim Greystone Estate,Urban Background,54.7099,-6.188552,SO2,Sulphur dioxide,2004-11-25,2010-06-18,2010-06-18,Northern Ireland,,Antrim and Newtownabbey
1,ARDS,Ards Glen community centre,Urban Background,54.599072,-5.699291,SO2,Sulphur dioxide,2003-03-01,2006-04-10,2006-03-15,Northern Ireland,,Ards and North Down
3,ARD2,Ards Leisure Centre,Urban Background,54.597019,-5.703319,SO2,Sulphur dioxide,2006-04-11,2010-04-06,2010-04-06,Northern Ireland,,Ards and North Down
5,ARM2,Armagh,unknown unknown,54.34214,-6.65771,PM10,PM10 particulate matter (Hourly measured),1999-01-01,1999-12-31,1999-12-31,Northern Ireland,,"Armagh, Banbridge and Craigavon"
6,ARM4,Armagh Dobbin Street,Urban Background,54.353345,-6.651961,SO2,Sulphur dioxide,2003-02-18,2005-03-17,2005-03-17,Northern Ireland,,"Armagh, Banbridge and Craigavon"
7,ARM5,Armagh Lonsdale Road,Urban Traffic,54.353728,-6.654558,NO,Nitric oxide,2005-01-01,ongoing,2023-12-31,Northern Ireland,,"Armagh, Banbridge and Craigavon"
16,ARM3,Armagh Shambles Yard,unknown unknown,54.34214,-6.65771,PM10,PM10 particulate matter (Hourly measured),1999-12-01,2000-01-24,2000-01-24,Northern Ireland,,"Armagh, Banbridge and Craigavon"
23,BALY,Ballymena Ballykeel,Urban Background,54.861595,-6.250873,NO,Nitric oxide,2016-05-01,ongoing,2023-12-31,Northern Ireland,,Mid and East Antrim
34,BALN,Ballymena North Road,Urban Traffic,54.863252,-6.277772,NO,Nitric oxide,2003-03-01,2015-09-30,2015-09-30,Northern Ireland,,Mid and East Antrim
40,BMON,Ballymoney Glebeside Estate,Urban Background,55.075312,-6.5088,PM10,PM10 particulate matter (Hourly measured),2004-01-01,2010-02-11,2010-02-11,Northern Ireland,,Causeway Coast and Glens
57,BE1,Belfast Clara St (Local Authority),Suburban Background,54.591291,-5.895113,PM2.5,PM2.5 particulate matter (Hourly measured),2009-02-23,2010-03-31,2010-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
61,BEL5,Belfast Newtownards Road,Urban Traffic,54.595175,-5.867022,NO,Nitric oxide,2002-04-01,ongoing,2024-01-10,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
67,BEL0,Belfast Ormeau Road,Urban Traffic,54.587516,-5.92378,NO,Nitric oxide,2006-05-24,ongoing,2024-01-10,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
106,BEL8,Belfast Westlink,unknown unknown,54.59985,-5.928833,NO,Nitric oxide,2002-04-04,2006-03-01,2006-03-01,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
110,BE2,Belfast Westlink Roden Street,Urban Traffic,54.591753,-5.949517,NO,Nitric oxide,2010-03-03,ongoing,2024-01-11,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
117,CRK1,Carrickfergus Rosebrook Avenue,Urban Background,54.720277,-5.810608,SO2,Sulphur dioxide,2002-07-01,2011-08-01,2011-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Mid and East Antrim
119,CAS3,Castlereagh Dundonald,Urban Traffic,54.594577,-5.803313,NO,Nitric oxide,2007-02-01,ongoing,2024-01-09,Northern Ireland,Belfast Metropolitan Urban Area,Lisburn and Castlereagh
126,CAS1,Castlereagh Espie Way,unknown unknown,54.577526,-5.876727,SO2,Sulphur dioxide,2002-04-01,2006-12-14,2006-12-14,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
128,CAS2,Castlereagh Lough View Drive,Urban Traffic,54.566466,-5.901972,NO,Nitric oxide,2002-04-01,2011-07-31,2011-06-01,Northern Ireland,Belfast Metropolitan Urban Area,Belfast
132,COOK,Cookstown,Urban Background,54.63927,-6.751098,SO2,Sulphur dioxide,2004-01-01,2011-07-31,2010-12-31,Northern Ireland,,Mid Ulster
134,CRAI,Craigavon,Urban Background,54.469803,-6.336554,PM10,PM10 particulate matter (Hourly measured),2000-01-01,2000-12-31,2000-12-31,Northern Ireland,,"Armagh, Banbridge and Craigavon"
135,CRA2,Craigavon Castle Lane,Urban Traffic,54.462567,-6.332178,NO,Nitric oxide,2002-04-01,2006-10-31,2006-10-31,Northern Ireland,,"Armagh, Banbridge and Craigavon"
138,CRA1,Craigavon Lord Lurgan Park,Urban Background,54.44449,-6.394042,SO2,Sulphur dioxide,2002-04-01,2006-10-31,2006-10-31,Northern Ireland,,"Armagh, Banbridge and Craigavon"
140,DER7,Derry Ballyartan Road,Urban Industrial,54.9923,-7.325134,PM10,PM10 particulate matter (Hourly measured),2006-07-13,2007-02-06,2007-02-06,Northern Ireland,,Derry and Strabane
141,DER3,Derry Brandywell,Urban Background,54.992336,-7.332127,SO2,Sulphur dioxide,2002-04-01,2011-02-28,2011-02-28,Northern Ireland,,Derry and Strabane
158,DER5,Derry Claudy,Urban Background,55.001225,-7.329115,PM10,PM10 particulate matter (Hourly measured),2005-11-07,2006-05-23,2006-05-23,Northern Ireland,,Derry and Strabane
159,DER8,Derry Culmore Point Road,Urban Traffic,55.001225,-7.329315,PM10,PM10 particulate matter (Hourly measured),2007-12-12,2008-12-15,2008-12-15,Northern Ireland,,Derry and Strabane
160,DER4,Derry Dale's Corner,Urban Traffic,54.99642,-7.310163,NO,Nitric oxide,2003-11-07,ongoing,2024-01-10,Northern Ireland,,Derry and Strabane
166,DER9,Derry Marlborough Street,Urban Traffic,54.999994,-7.330226,NO,Nitric oxide,2011-11-08,2015-05-31,2015-05-31,Northern Ireland,,Derry and Strabane
186,DPK1,Downpatrick Roadside,Urban Traffic,54.328443,-5.715743,NO,Nitric oxide,2010-07-01,ongoing,2023-12-31,Northern Ireland,,"Newry, Mourne and Down"
192,DUN,Dungannon,unknown unknown,54.513719,-6.761873,PM10,PM10 particulate matter (Hourly measured),1998-01-01,1998-12-31,Never,Northern Ireland,,Mid Ulster
193,DUNG,Dungannon Lambfields,Urban Background,54.513732,-6.761833,SO2,Sulphur dioxide,2005-01-01,2009-01-20,2009-01-20,Northern Ireland,,Mid Ulster
195,KILR,Kilroot,unknown unknown,54.728906,-5.761938,PM10,PM10 particulate matter (Hourly measured),2001-06-01,2002-07-15,2002-07-15,Northern Ireland,,Mid and East Antrim
196,LAR2,Larne Craigyhill,Urban Background,54.857438,-5.838513,SO2,Sulphur dioxide,2006-01-26,2010-04-30,2010-06-14,Northern Ireland,,Mid and East Antrim
198,LARN,Larne Harbour,Urban Background,54.84132,-5.801354,SO2,Sulphur dioxide,2003-03-01,2005-12-03,2005-12-03,Northern Ireland,,Mid and East Antrim
200,LVDY,Limavady Coolessan,unknown unknown,55.038196,-6.941465,PM10,PM10 particulate matter (Hourly measured),2003-03-01,2005-12-03,2005-04-11,Northern Ireland,,Causeway Coast and Glens
201,LVD2,Limavady Dungiven,Urban Traffic,54.928407,-6.92681,NO,Nitric oxide,2010-08-05,ongoing,2024-01-31,Northern Ireland,,Causeway Coast and Glens
207,LIS3,Lisburn Dunmurry High School,Urban Background,54.537934,-6.014019,SO2,Sulphur dioxide,2006-09-01,2012-06-27,2012-06-27,Northern Ireland,Belfast Metropolitan Urban Area,Lisburn and Castlereagh
214,LIS5,Lisburn Dunmurry Seymour Hill,Urban Background,54.543516,-6.008608,SO2,Sulphur dioxide,2012-07-06,ongoing,2023-12-31,Northern Ireland,Belfast Metropolitan Urban Area,Lisburn and Castlereagh
224,LIS1,Lisburn Island Civic Centre,Urban Background,54.511894,-6.035822,SO2,Sulphur dioxide,2003-03-01,2006-09-29,2006-09-29,Northern Ireland,Belfast Metropolitan Urban Area,Lisburn and Castlereagh
226,LIS2,Lisburn Lagan Valley Hospital,Urban Traffic,54.505907,-6.047348,NO,Nitric oxide,2003-03-01,2013-07-24,2013-07-24,Northern Ireland,Belfast Metropolitan Urban Area,Lisburn and Castlereagh
241,NEWR,Newry,unknown unknown,,,PM10,PM10 particulate matter (Hourly measured),1998-07-01,2000-12-31,2000-12-31,Northern Ireland,,"Newry, Mourne and Down"
242,NWY4,Newry Bridge Street,Urban Traffic,54.16965,-6.339959,NO,Nitric oxide,2006-05-01,2009-05-18,2009-05-18,Northern Ireland,,"Newry, Mourne and Down"
248,NWY5,Newry Canal Street,Urban Traffic,54.180381,-6.33924,NO,Nitric oxide,2009-06-01,ongoing,2024-01-31,Northern Ireland,,"Newry, Mourne and Down"
255,NWY3,Newry Kilkeel,Urban Background,54.065032,-6.010614,PM10,PM10 particulate matter (Hourly measured),2004-04-22,2006-02-28,2006-02-28,Northern Ireland,,"Newry, Mourne and Down"
256,NWY2,Newry Monaghan Row,Urban Background,54.178861,-6.348254,NO,Nitric oxide,2001-04-01,2006-03-10,2006-03-10,Northern Ireland,,"Newry, Mourne and Down"
266,NWY1,Newry Trevor Hill,Urban Traffic,54.177949,-6.336016,NO,Nitric oxide,2001-05-01,2014-04-30,2014-12-31,Northern Ireland,,"Newry, Mourne and Down"
276,NWT5,Newtownabbey Antrim Road,Urban Traffic,54.666013,-5.950219,NO,Nitric oxide,2008-01-28,ongoing,2024-01-05,Northern Ireland,Belfast Metropolitan Urban Area,Antrim and Newtownabbey
282,NWT3,Newtownabbey Ballyclare,Urban Background,54.68435,-5.968351,SO2,Sulphur dioxide,2005-02-23,2007-09-25,2007-09-11,Northern Ireland,Belfast Metropolitan Urban Area,Antrim and Newtownabbey
284,NWT2,Newtownabbey Sandyknowes,Urban Traffic,54.678291,-5.976958,NO,Nitric oxide,2003-04-01,2012-04-02,2012-03-31,Northern Ireland,Belfast Metropolitan Urban Area,Antrim and Newtownabbey
287,NWT1,Newtownabbey Shore Road,Urban Traffic,54.653725,-5.913772,NO,Nitric oxide,2003-04-01,2007-09-18,2007-09-18,Northern Ireland,Belfast Metropolitan Urban Area,Antrim and Newtownabbey
290,DYS1,Newtownstewart,Urban Background,54.716338,-7.379876,PM10,PM10 particulate matter (Hourly measured),2021-04-08,ongoing,2023-12-31,Northern Ireland,,Derry and Strabane
295,ND1,North Down Bangor,Urban Background,54.655163,-5.678749,SO2,Sulphur dioxide,2003-02-25,2010-04-01,2010-04-01,Northern Ireland,Belfast Metropolitan Urban Area,Ards and North Down
297,ND2,North Down Holywood A2,Urban Traffic,54.641963,-5.837939,NO,Nitric oxide,2003-03-01,ongoing,2024-01-09,Northern Ireland,Belfast Metropolitan Urban Area,Ards and North Down
305,OM,Omagh Tamlaght,unknown unknown,54.596274,-7.347907,PM10,PM10 particulate matter (Hourly measured),2003-09-26,2004-04-10,2004-04-10,Northern Ireland,,Fermanagh and Omagh
306,SBAN,Strabane Springhill Park,Urban Background,54.821427,-7.453291,SO2,Sulphur dioxide,2002-04-26,ongoing,2023-12-31,Northern Ireland,,Derry and Strabane
312,DCSMOB01,Strathfoyle Bawnmore Place,Suburban Background,55.034322,-7.264644,PM10,PM10 particulate matter (Hourly measured),2018-08-01,ongoing,2023-12-31,Northern Ireland,,Derry and Strabane
